time_ms,pre_neuron,post_neuron,weight
14.499999999999964,0,1,0.5
14.499999999999964,0,2,0.5
14.499999999999964,1,0,0.5
14.499999999999964,1,2,0.5
14.499999999999964,2,0,0.5
14.499999999999964,2,1,0.5
15.99999999999996,0,1,0.5
15.99999999999996,0,2,0.5
15.99999999999996,1,0,0.5
15.99999999999996,1,2,0.4888670781640574
15.99999999999996,2,0,0.5
15.99999999999996,2,1,0.5092774348632856
17.799999999999983,0,1,0.4890328257767453
17.799999999999983,0,2,0.489825275550945
17.799999999999983,1,0,0.5091393118527122
17.799999999999983,1,2,0.4888670781640574
17.799999999999983,2,0,0.5084789370408791
17.799999999999983,2,1,0.5092774348632856
29.100000000000144,0,1,0.4890328257767453
29.100000000000144,0,2,0.49550887701852037
29.100000000000144,1,0,0.5091393118527122
29.100000000000144,1,2,0.49406149878992783
29.100000000000144,2,0,0.5016586152797886
29.100000000000144,2,1,0.503044130112241
32.100000000000186,0,1,0.49392474689470856
32.100000000000186,0,2,0.49550887701852037
32.100000000000186,1,0,0.5032690065111562
32.100000000000186,1,2,0.4837330030728272
32.100000000000186,2,0,0.5016586152797886
32.100000000000186,2,1,0.5116512098764916
35.70000000000024,0,1,0.4839015043577733
35.70000000000024,0,2,0.4868817922173373
35.70000000000024,1,0,0.5116217086252689
35.70000000000024,1,2,0.4837330030728272
35.70000000000024,2,0,0.5088478526141078
35.70000000000024,2,1,0.5116512098764916
43.70000000000035,0,1,0.4839015043577733
43.70000000000035,0,2,0.4935849926776936
43.70000000000035,1,0,0.5116217086252689
43.70000000000035,1,2,0.48933198673848116
43.70000000000035,2,0,0.5008040120616802
43.70000000000035,2,1,0.5049324294777068
48.200000000000415,0,1,0.48925411864296314
48.200000000000415,0,2,0.4935849926776936
48.200000000000415,1,0,0.505198571483041
48.200000000000415,1,2,0.47974979211336866
48.200000000000415,2,0,0.5008040120616802
48.200000000000415,2,1,0.5129175916653005
53.60000000000049,0,1,0.48009356471092096
53.60000000000049,0,2,0.48627014179013794
53.60000000000049,1,0,0.5128323664264095
53.60000000000049,1,2,0.47974979211336866
53.60000000000049,2,0,0.5068997211346433
53.60000000000049,2,1,0.5129175916653005
58.30000000000056,0,1,0.48009356471092096
58.30000000000056,0,2,0.4941758502864253
58.30000000000056,1,0,0.5128323664264095
58.30000000000056,1,2,0.48578484786763904
58.30000000000056,2,0,0.49741287093909853
58.30000000000056,2,1,0.5056755247601761
64.30000000000062,0,1,0.4859502576123689
64.30000000000062,0,2,0.4941758502864253
64.30000000000062,1,0,0.505804334944672
64.30000000000062,1,2,0.4768950292194585
64.30000000000062,2,0,0.49741287093909853
64.30000000000062,2,1,0.5130837069669932
71.50000000000021,0,1,0.47757814169951635
71.50000000000021,0,2,0.4879736342725248
71.50000000000021,1,0,0.5127810982053825
71.50000000000021,1,2,0.4768950292194585
71.50000000000021,2,0,0.5025813842840157
71.50000000000021,2,1,0.5130837069669932
72.90000000000013,0,1,0.47757814169951635
72.90000000000013,0,2,0.49729757247158435
72.90000000000013,1,0,0.5127810982053825
72.90000000000013,1,2,0.4834001201666918
72.90000000000013,2,0,0.49139265844514424
72.90000000000013,2,1,0.5052775978303132
80.39999999999971,0,1,0.4839863844598397
80.39999999999971,0,2,0.49729757247158435
80.39999999999971,1,0,0.5050912068929945
80.39999999999971,1,2,0.47515264882119995
80.39999999999971,2,0,0.49139265844514424
80.39999999999971,2,1,0.5121504906182232
87.4999999999993,0,1,0.4839863844598397
87.4999999999993,0,2,0.5017908621127568
87.4999999999993,1,0,0.5050912068929945
87.4999999999993,1,2,0.4821643832532858
87.4999999999993,2,0,0.4860007108757373
87.4999999999993,2,1,0.5037364092997201
89.3999999999992,0,1,0.47633484664037823
89.3999999999992,0,2,0.490878386899138
89.3999999999992,1,0,0.5114674884092124
89.3999999999992,1,2,0.4821643832532858
89.3999999999992,2,0,0.4950944402204197
89.3999999999992,2,1,0.5037364092997201
96.49999999999879,0,1,0.4833465810724641
96.49999999999879,0,2,0.490878386899138
96.49999999999879,1,0,0.5030534070907093
96.49999999999879,1,2,0.4745128454338243
96.49999999999879,2,0,0.4950944402204197
96.49999999999879,2,1,0.510112690815938
